Sequences 100
stateIndex|stateFeatures|state|reward|actionIndex|greed
17|[9, 1, 0]|(9, 1)|-298|1|r
20|[8, 1, 0]|(8, 1)|-299|0|r
19|[8, 0, 0]|(8, 0)|-300|2|r
20|[8, 1, 0]|(8, 1)|-301|3|r
64|[7, 1, 0]|(7, 1)|-302|0|g
20|[8, 1, 0]|(8, 1)|-303|1|r
8|[8, 2, 0]|(8, 2)|-304|3|r
20|[8, 1, 0]|(8, 1)|-305|2|r
8|[8, 2, 0]|(8, 2)|-306|3|r
7|[7, 2, 0]|(7, 2)|-307|0|r
64|[7, 1, 0]|(7, 1)|-308|2|r
65|[6, 1, 0]|(6, 1)|-309|0|g
9|[6, 2, 0]|(6, 2)|-310|3|r
12|[5, 2, 0]|(5, 2)|-311|0|g
10|[5, 3, 0]|(5, 3)|-312|3|r
13|[5, 4, 0]|(5, 4)|-313|3|r
10|[5, 3, 0]|(5, 3)|-314|2|r
11|[4, 3, 0]|(4, 3)|-315|0|r
10|[5, 3, 0]|(5, 3)|-316|1|r
11|[4, 3, 0]|(4, 3)|-317|0|r
32|[3, 3, 0]|(3, 3)|-318|0|r
76|[3, 2, 0]|(3, 2)|-319|2|r
87|[3, 1, 0]|(3, 1)|-320|2|r
79|[4, 1, 0]|(4, 1)|-321|1|r
87|[3, 1, 0]|(3, 1)|-322|0|r
94|[3, 0, 0]|(3, 0)|-323|2|r
94|[3, 0, 0]|(3, 0)|-324|2|r
94|[3, 0, 0]|(3, 0)|-325|2|r
87|[3, 1, 0]|(3, 1)|-326|3|r
94|[3, 0, 0]|(3, 0)|-327|2|r
93|[4, 0, 0]|(4, 0)|-328|1|r
94|[3, 0, 0]|(3, 0)|-329|0|r
93|[4, 0, 0]|(4, 0)|-330|1|r
94|[3, 0, 0]|(3, 0)|-331|0|g
95|[2, 0, 0]|(2, 0)|-332|0|r
94|[3, 0, 0]|(3, 0)|-333|1|r
95|[2, 0, 0]|(2, 0)|-334|0|r
95|[2, 0, 0]|(2, 0)|-335|2|r
92|[2, 1, 0]|(2, 1)|-336|3|r
91|[2, 2, 0]|(2, 2)|-337|3|r
76|[3, 2, 0]|(3, 2)|-338|1|r
32|[3, 3, 0]|(3, 3)|-339|3|r
11|[4, 3, 0]|(4, 3)|-340|1|r
30|[4, 4, 0]|(4, 4)|-341|3|r
31|[3, 4, 0]|(3, 4)|-342|0|r
30|[4, 4, 0]|(4, 4)|-343|1|r
13|[5, 4, 0]|(5, 4)|-344|1|r
10|[5, 3, 0]|(5, 3)|-345|2|r
11|[4, 3, 0]|(4, 3)|-346|0|r
32|[3, 3, 0]|(3, 3)|-347|0|r
11|[4, 3, 0]|(4, 3)|-348|1|r
32|[3, 3, 0]|(3, 3)|-349|0|r
76|[3, 2, 0]|(3, 2)|-350|2|g
91|[2, 2, 0]|(2, 2)|-351|0|r
76|[3, 2, 0]|(3, 2)|-352|1|r
87|[3, 1, 0]|(3, 1)|-353|2|r
76|[3, 2, 0]|(3, 2)|-354|3|r
32|[3, 3, 0]|(3, 3)|-355|3|r
34|[2, 3, 0]|(2, 3)|-356|0|r
98|[1, 3, 0]|(1, 3)|-357|0|r
85|[1, 4, 0]|(1, 4)|-358|3|r
33|[2, 4, 0]|(2, 4)|-359|1|r
37|[2, 5, 0]|(2, 5)|-360|3|r
86|[1, 5, 0]|(1, 5)|-361|0|r
46|[0, 5, 0]|(0, 5)|-362|0|r
46|[0, 5, 0]|(0, 5)|-363|0|r
47|[0, 4, 0]|(0, 4)|-364|2|r
46|[0, 5, 0]|(0, 5)|-365|3|r
46|[0, 5, 0]|(0, 5)|-366|0|r
47|[0, 4, 0]|(0, 4)|-367|2|r
85|[1, 4, 0]|(1, 4)|-368|1|r
86|[1, 5, 0]|(1, 5)|-369|3|r
46|[0, 5, 0]|(0, 5)|-370|0|r
40|[0, 6, 0]|(0, 6)|-371|3|r
39|[1, 6, 0]|(1, 6)|-372|1|r
86|[1, 5, 0]|(1, 5)|-373|2|r
37|[2, 5, 0]|(2, 5)|-374|1|r
86|[1, 5, 0]|(1, 5)|-375|0|r
37|[2, 5, 0]|(2, 5)|-376|1|r
86|[1, 5, 0]|(1, 5)|-377|0|r
39|[1, 6, 0]|(1, 6)|-378|3|r
42|[1, 7, 0]|(1, 7)|-379|3|r
45|[2, 7, 0]|(2, 7)|-380|1|r
42|[1, 7, 0]|(1, 7)|-381|0|r
39|[1, 6, 0]|(1, 6)|-382|2|g
38|[2, 6, 0]|(2, 6)|-383|1|r
37|[2, 5, 0]|(2, 5)|-384|2|r
33|[2, 4, 0]|(2, 4)|-385|2|r
34|[2, 3, 0]|(2, 3)|-386|2|r
91|[2, 2, 0]|(2, 2)|-387|2|g
92|[2, 1, 0]|(2, 1)|-388|2|r
97|[1, 1, 0]|(1, 1)|-389|0|r
92|[2, 1, 0]|(2, 1)|-390|1|r
91|[2, 2, 0]|(2, 2)|-391|3|r
76|[3, 2, 0]|(3, 2)|-392|1|r
91|[2, 2, 0]|(2, 2)|-393|0|r
76|[3, 2, 0]|(3, 2)|-394|1|r
87|[3, 1, 0]|(3, 1)|-395|2|r
92|[2, 1, 0]|(2, 1)|-396|0|r
95|[2, 0, 0]|(2, 0)|-397|2|r
94|[3, 0, 0]|(3, 0)|-398|1|r
94|[3, 0, 0]|(3, 0)|-399|2|r
87|[3, 1, 0]|(3, 1)|-400|3|r
76|[3, 2, 0]|(3, 2)|-401|3|r
91|[2, 2, 0]|(2, 2)|-402|0|r
76|[3, 2, 0]|(3, 2)|-403|1|r
91|[2, 2, 0]|(2, 2)|-404|0|r
99|[1, 2, 0]|(1, 2)|-405|0|r
49|[0, 2, 0]|(0, 2)|-406|0|r
50|[0, 1, 0]|(0, 1)|-407|2|r
51|[0, 0, 1]|(0, 0)terminal1|-407|2|r
52|[5, 6, 0]|(5, 6)|-1|3|r
53|[5, 7, 0]|(5, 7)|-2|3|r
84|[4, 7, 0]|(4, 7)|-3|0|r
61|[3, 7, 0]|(3, 7)|-4|0|r
84|[4, 7, 0]|(4, 7)|-5|1|r
59|[4, 8, 0]|(4, 8)|-6|3|r
60|[3, 8, 0]|(3, 8)|-7|0|r
62|[3, 9, 0]|(3, 9)|-8|3|r
80|[2, 9, 0]|(2, 9)|-9|0|r
83|[2, 8, 0]|(2, 8)|-10|2|g
45|[2, 7, 0]|(2, 7)|-11|2|r
61|[3, 7, 0]|(3, 7)|-12|1|r
84|[4, 7, 0]|(4, 7)|-13|1|r
29|[4, 6, 0]|(4, 6)|-14|2|r
52|[5, 6, 0]|(5, 6)|-15|1|r
27|[6, 6, 0]|(6, 6)|-16|1|r
52|[5, 6, 0]|(5, 6)|-17|0|r
53|[5, 7, 0]|(5, 7)|-18|3|r
63|[6, 7, 0]|(6, 7)|-19|1|r
53|[5, 7, 0]|(5, 7)|-20|0|r
63|[6, 7, 0]|(6, 7)|-21|1|r
27|[6, 6, 0]|(6, 6)|-22|2|r
52|[5, 6, 0]|(5, 6)|-23|0|r
27|[6, 6, 0]|(6, 6)|-24|1|r
26|[7, 6, 0]|(7, 6)|-25|1|r
27|[6, 6, 0]|(6, 6)|-26|0|r
52|[5, 6, 0]|(5, 6)|-27|0|r
0|[5, 5, 0]|(5, 5)|-28|2|r
13|[5, 4, 0]|(5, 4)|-29|2|g
10|[5, 3, 0]|(5, 3)|-30|2|r
11|[4, 3, 0]|(4, 3)|-31|0|r
30|[4, 4, 0]|(4, 4)|-32|3|r
28|[4, 5, 0]|(4, 5)|-33|3|r
30|[4, 4, 0]|(4, 4)|-34|2|r
13|[5, 4, 0]|(5, 4)|-35|1|r
10|[5, 3, 0]|(5, 3)|-36|2|r
11|[4, 3, 0]|(4, 3)|-37|0|r
10|[5, 3, 0]|(5, 3)|-38|1|r
13|[5, 4, 0]|(5, 4)|-39|3|r
10|[5, 3, 0]|(5, 3)|-40|2|r
12|[5, 2, 0]|(5, 2)|-41|2|r
9|[6, 2, 0]|(6, 2)|-42|1|r
3|[6, 3, 0]|(6, 3)|-43|3|r
9|[6, 2, 0]|(6, 2)|-44|2|r
12|[5, 2, 0]|(5, 2)|-45|0|r
66|[5, 1, 0]|(5, 1)|-46|2|r
90|[5, 0, 0]|(5, 0)|-47|2|r
66|[5, 1, 0]|(5, 1)|-48|3|r
12|[5, 2, 0]|(5, 2)|-49|3|r
78|[4, 2, 0]|(4, 2)|-50|0|r
76|[3, 2, 0]|(3, 2)|-51|0|r
87|[3, 1, 0]|(3, 1)|-52|2|r
92|[2, 1, 0]|(2, 1)|-53|0|r
95|[2, 0, 0]|(2, 0)|-54|2|r
95|[2, 0, 0]|(2, 0)|-55|2|r
96|[1, 0, 0]|(1, 0)|-56|0|r
97|[1, 1, 0]|(1, 1)|-57|3|r
96|[1, 0, 0]|(1, 0)|-58|2|r
96|[1, 0, 0]|(1, 0)|-59|2|r
96|[1, 0, 0]|(1, 0)|-60|2|r
51|[0, 0, 1]|(0, 0)terminal1|-60|0|g
28|[4, 5, 0]|(4, 5)|-1|0|r
35|[3, 5, 0]|(3, 5)|-2|0|r
37|[2, 5, 0]|(2, 5)|-3|0|r
35|[3, 5, 0]|(3, 5)|-4|1|r
28|[4, 5, 0]|(4, 5)|-5|1|r
35|[3, 5, 0]|(3, 5)|-6|0|r
31|[3, 4, 0]|(3, 4)|-7|2|r
32|[3, 3, 0]|(3, 3)|-8|2|r
76|[3, 2, 0]|(3, 2)|-9|2|r
87|[3, 1, 0]|(3, 1)|-10|2|r
79|[4, 1, 0]|(4, 1)|-11|1|r
78|[4, 2, 0]|(4, 2)|-12|3|r
76|[3, 2, 0]|(3, 2)|-13|0|r
91|[2, 2, 0]|(2, 2)|-14|0|r
34|[2, 3, 0]|(2, 3)|-15|3|r
33|[2, 4, 0]|(2, 4)|-16|3|r
85|[1, 4, 0]|(1, 4)|-17|0|r
47|[0, 4, 0]|(0, 4)|-18|0|r
46|[0, 5, 0]|(0, 5)|-19|3|r
46|[0, 5, 0]|(0, 5)|-20|0|r
47|[0, 4, 0]|(0, 4)|-21|2|r
48|[0, 3, 0]|(0, 3)|-22|2|g
49|[0, 2, 0]|(0, 2)|-23|2|r
48|[0, 3, 0]|(0, 3)|-24|3|r
98|[1, 3, 0]|(1, 3)|-25|1|r
99|[1, 2, 0]|(1, 2)|-26|2|r
97|[1, 1, 0]|(1, 1)|-27|2|g
92|[2, 1, 0]|(2, 1)|-28|1|r
95|[2, 0, 0]|(2, 0)|-29|2|r
92|[2, 1, 0]|(2, 1)|-30|3|r
95|[2, 0, 0]|(2, 0)|-31|2|r
94|[3, 0, 0]|(3, 0)|-32|1|r
95|[2, 0, 0]|(2, 0)|-33|0|r
92|[2, 1, 0]|(2, 1)|-34|3|r
87|[3, 1, 0]|(3, 1)|-35|1|r
94|[3, 0, 0]|(3, 0)|-36|2|g
94|[3, 0, 0]|(3, 0)|-37|2|r
95|[2, 0, 0]|(2, 0)|-38|0|r
92|[2, 1, 0]|(2, 1)|-39|3|r
95|[2, 0, 0]|(2, 0)|-40|2|r
94|[3, 0, 0]|(3, 0)|-41|1|r
87|[3, 1, 0]|(3, 1)|-42|3|r
94|[3, 0, 0]|(3, 0)|-43|2|r
95|[2, 0, 0]|(2, 0)|-44|0|r
94|[3, 0, 0]|(3, 0)|-45|1|r
93|[4, 0, 0]|(4, 0)|-46|1|r
94|[3, 0, 0]|(3, 0)|-47|0|g
95|[2, 0, 0]|(2, 0)|-48|0|g
96|[1, 0, 0]|(1, 0)|-49|0|r
96|[1, 0, 0]|(1, 0)|-50|2|r
51|[0, 0, 1]|(0, 0)terminal1|-50|0|r
13|[5, 4, 0]|(5, 4)|-1|2|r
2|[6, 4, 0]|(6, 4)|-2|1|r
13|[5, 4, 0]|(5, 4)|-3|0|r
10|[5, 3, 0]|(5, 3)|-4|2|r
11|[4, 3, 0]|(4, 3)|-5|0|r
78|[4, 2, 0]|(4, 2)|-6|2|r
11|[4, 3, 0]|(4, 3)|-7|3|r
10|[5, 3, 0]|(5, 3)|-8|1|r
3|[6, 3, 0]|(6, 3)|-9|1|r
10|[5, 3, 0]|(5, 3)|-10|0|r
12|[5, 2, 0]|(5, 2)|-11|2|r
9|[6, 2, 0]|(6, 2)|-12|1|r
3|[6, 3, 0]|(6, 3)|-13|3|r
6|[7, 3, 0]|(7, 3)|-14|1|r
3|[6, 3, 0]|(6, 3)|-15|0|r
10|[5, 3, 0]|(5, 3)|-16|0|r
11|[4, 3, 0]|(4, 3)|-17|0|g
10|[5, 3, 0]|(5, 3)|-18|1|r
11|[4, 3, 0]|(4, 3)|-19|0|r
78|[4, 2, 0]|(4, 2)|-20|2|r
76|[3, 2, 0]|(3, 2)|-21|0|r
87|[3, 1, 0]|(3, 1)|-22|2|r
92|[2, 1, 0]|(2, 1)|-23|0|g
87|[3, 1, 0]|(3, 1)|-24|1|r
92|[2, 1, 0]|(2, 1)|-25|0|r
87|[3, 1, 0]|(3, 1)|-26|1|r
76|[3, 2, 0]|(3, 2)|-27|3|r
91|[2, 2, 0]|(2, 2)|-28|0|r
34|[2, 3, 0]|(2, 3)|-29|3|r
32|[3, 3, 0]|(3, 3)|-30|1|r
34|[2, 3, 0]|(2, 3)|-31|0|r
98|[1, 3, 0]|(1, 3)|-32|0|r
99|[1, 2, 0]|(1, 2)|-33|2|r
49|[0, 2, 0]|(0, 2)|-34|0|r
50|[0, 1, 0]|(0, 1)|-35|2|r
51|[0, 0, 1]|(0, 0)terminal1|-35|2|r
1|[6, 5, 0]|(6, 5)|-1|1|r
36|[7, 5, 0]|(7, 5)|-2|1|r
1|[6, 5, 0]|(6, 5)|-3|0|r
36|[7, 5, 0]|(7, 5)|-4|1|r
4|[7, 4, 0]|(7, 4)|-5|2|r
2|[6, 4, 0]|(6, 4)|-6|0|r
13|[5, 4, 0]|(5, 4)|-7|0|r
2|[6, 4, 0]|(6, 4)|-8|1|r
1|[6, 5, 0]|(6, 5)|-9|3|r
36|[7, 5, 0]|(7, 5)|-10|1|r
26|[7, 6, 0]|(7, 6)|-11|3|r
27|[6, 6, 0]|(6, 6)|-12|0|r
52|[5, 6, 0]|(5, 6)|-13|0|r
0|[5, 5, 0]|(5, 5)|-14|2|r
28|[4, 5, 0]|(4, 5)|-15|0|r
35|[3, 5, 0]|(3, 5)|-16|0|g
37|[2, 5, 0]|(2, 5)|-17|0|r
38|[2, 6, 0]|(2, 6)|-18|3|r
45|[2, 7, 0]|(2, 7)|-19|3|r
38|[2, 6, 0]|(2, 6)|-20|2|r
37|[2, 5, 0]|(2, 5)|-21|2|r
86|[1, 5, 0]|(1, 5)|-22|0|r
85|[1, 4, 0]|(1, 4)|-23|2|g
33|[2, 4, 0]|(2, 4)|-24|1|r
34|[2, 3, 0]|(2, 3)|-25|2|g
98|[1, 3, 0]|(1, 3)|-26|0|r
34|[2, 3, 0]|(2, 3)|-27|1|r
33|[2, 4, 0]|(2, 4)|-28|3|r
31|[3, 4, 0]|(3, 4)|-29|1|r
30|[4, 4, 0]|(4, 4)|-30|1|r
13|[5, 4, 0]|(5, 4)|-31|1|r
2|[6, 4, 0]|(6, 4)|-32|1|r
1|[6, 5, 0]|(6, 5)|-33|3|r
0|[5, 5, 0]|(5, 5)|-34|0|r
28|[4, 5, 0]|(4, 5)|-35|0|r
35|[3, 5, 0]|(3, 5)|-36|0|r
28|[4, 5, 0]|(4, 5)|-37|1|r
35|[3, 5, 0]|(3, 5)|-38|0|g
37|[2, 5, 0]|(2, 5)|-39|0|r
35|[3, 5, 0]|(3, 5)|-40|1|r
77|[3, 6, 0]|(3, 6)|-41|3|r
35|[3, 5, 0]|(3, 5)|-42|2|r
77|[3, 6, 0]|(3, 6)|-43|3|r
61|[3, 7, 0]|(3, 7)|-44|3|r
45|[2, 7, 0]|(2, 7)|-45|0|g
83|[2, 8, 0]|(2, 8)|-46|3|r
45|[2, 7, 0]|(2, 7)|-47|2|r
42|[1, 7, 0]|(1, 7)|-48|0|r
41|[0, 7, 0]|(0, 7)|-49|0|r
40|[0, 6, 0]|(0, 6)|-50|2|g
46|[0, 5, 0]|(0, 5)|-51|2|r
86|[1, 5, 0]|(1, 5)|-52|1|r
85|[1, 4, 0]|(1, 4)|-53|2|r
98|[1, 3, 0]|(1, 3)|-54|2|r
48|[0, 3, 0]|(0, 3)|-55|0|r
49|[0, 2, 0]|(0, 2)|-56|2|r
50|[0, 1, 0]|(0, 1)|-57|2|r
51|[0, 0, 1]|(0, 0)terminal1|-57|2|r
52|[5, 6, 0]|(5, 6)|-1|3|r
53|[5, 7, 0]|(5, 7)|-2|3|r
63|[6, 7, 0]|(6, 7)|-3|1|r
53|[5, 7, 0]|(5, 7)|-4|0|r
54|[5, 8, 0]|(5, 8)|-5|3|r
59|[4, 8, 0]|(4, 8)|-6|0|r
58|[4, 9, 0]|(4, 9)|-7|3|r
55|[5, 9, 0]|(5, 9)|-8|1|r
55|[5, 9, 0]|(5, 9)|-9|3|r
54|[5, 8, 0]|(5, 8)|-10|2|r
53|[5, 7, 0]|(5, 7)|-11|2|g
84|[4, 7, 0]|(4, 7)|-12|0|r
53|[5, 7, 0]|(5, 7)|-13|1|r
63|[6, 7, 0]|(6, 7)|-14|1|r
75|[7, 7, 0]|(7, 7)|-15|1|r
70|[7, 8, 0]|(7, 8)|-16|3|r
69|[8, 8, 0]|(8, 8)|-17|1|r
68|[8, 7, 0]|(8, 7)|-18|2|r
25|[8, 6, 0]|(8, 6)|-19|2|r
68|[8, 7, 0]|(8, 7)|-20|3|r
75|[7, 7, 0]|(7, 7)|-21|0|g
68|[8, 7, 0]|(8, 7)|-22|1|r
69|[8, 8, 0]|(8, 8)|-23|3|r
71|[8, 9, 0]|(8, 9)|-24|3|r
71|[8, 9, 0]|(8, 9)|-25|3|r
71|[8, 9, 0]|(8, 9)|-26|3|r
72|[7, 9, 0]|(7, 9)|-27|0|r
57|[6, 9, 0]|(6, 9)|-28|0|g
55|[5, 9, 0]|(5, 9)|-29|0|r
58|[4, 9, 0]|(4, 9)|-30|0|r
62|[3, 9, 0]|(3, 9)|-31|0|r
60|[3, 8, 0]|(3, 8)|-32|2|r
83|[2, 8, 0]|(2, 8)|-33|0|r
80|[2, 9, 0]|(2, 9)|-34|3|r
80|[2, 9, 0]|(2, 9)|-35|3|r
83|[2, 8, 0]|(2, 8)|-36|2|r
45|[2, 7, 0]|(2, 7)|-37|2|r
61|[3, 7, 0]|(3, 7)|-38|1|r
45|[2, 7, 0]|(2, 7)|-39|0|r
61|[3, 7, 0]|(3, 7)|-40|1|r
77|[3, 6, 0]|(3, 6)|-41|2|r
61|[3, 7, 0]|(3, 7)|-42|3|r
84|[4, 7, 0]|(4, 7)|-43|1|r
61|[3, 7, 0]|(3, 7)|-44|0|r
45|[2, 7, 0]|(2, 7)|-45|0|r
83|[2, 8, 0]|(2, 8)|-46|3|r
80|[2, 9, 0]|(2, 9)|-47|3|r
83|[2, 8, 0]|(2, 8)|-48|2|r
60|[3, 8, 0]|(3, 8)|-49|1|r
83|[2, 8, 0]|(2, 8)|-50|0|r
45|[2, 7, 0]|(2, 7)|-51|2|r
61|[3, 7, 0]|(3, 7)|-52|1|r
45|[2, 7, 0]|(2, 7)|-53|0|r
61|[3, 7, 0]|(3, 7)|-54|1|r
77|[3, 6, 0]|(3, 6)|-55|2|r
61|[3, 7, 0]|(3, 7)|-56|3|r
45|[2, 7, 0]|(2, 7)|-57|0|r
83|[2, 8, 0]|(2, 8)|-58|3|r
44|[1, 8, 0]|(1, 8)|-59|0|r
42|[1, 7, 0]|(1, 7)|-60|2|r
44|[1, 8, 0]|(1, 8)|-61|3|r
43|[0, 8, 0]|(0, 8)|-62|0|r
41|[0, 7, 0]|(0, 7)|-63|2|g
43|[0, 8, 0]|(0, 8)|-64|3|r
41|[0, 7, 0]|(0, 7)|-65|2|r
42|[1, 7, 0]|(1, 7)|-66|1|r
39|[1, 6, 0]|(1, 6)|-67|2|g
40|[0, 6, 0]|(0, 6)|-68|0|r
39|[1, 6, 0]|(1, 6)|-69|1|r
42|[1, 7, 0]|(1, 7)|-70|3|r
41|[0, 7, 0]|(0, 7)|-71|0|r
43|[0, 8, 0]|(0, 8)|-72|3|r
41|[0, 7, 0]|(0, 7)|-73|2|r
42|[1, 7, 0]|(1, 7)|-74|1|r
41|[0, 7, 0]|(0, 7)|-75|0|r
43|[0, 8, 0]|(0, 8)|-76|3|r
41|[0, 7, 0]|(0, 7)|-77|2|g
40|[0, 6, 0]|(0, 6)|-78|2|r
41|[0, 7, 0]|(0, 7)|-79|3|r
41|[0, 7, 0]|(0, 7)|-80|0|r
40|[0, 6, 0]|(0, 6)|-81|2|g
41|[0, 7, 0]|(0, 7)|-82|3|r
40|[0, 6, 0]|(0, 6)|-83|2|r
41|[0, 7, 0]|(0, 7)|-84|3|r
41|[0, 7, 0]|(0, 7)|-85|0|r
41|[0, 7, 0]|(0, 7)|-86|0|r
40|[0, 6, 0]|(0, 6)|-87|2|r
46|[0, 5, 0]|(0, 5)|-88|2|r
86|[1, 5, 0]|(1, 5)|-89|1|r
37|[2, 5, 0]|(2, 5)|-90|1|r
35|[3, 5, 0]|(3, 5)|-91|1|r
77|[3, 6, 0]|(3, 6)|-92|3|r
29|[4, 6, 0]|(4, 6)|-93|1|r
52|[5, 6, 0]|(5, 6)|-94|1|r
29|[4, 6, 0]|(4, 6)|-95|0|g
28|[4, 5, 0]|(4, 5)|-96|2|r
29|[4, 6, 0]|(4, 6)|-97|3|r
84|[4, 7, 0]|(4, 7)|-98|3|r
61|[3, 7, 0]|(3, 7)|-99|0|r
60|[3, 8, 0]|(3, 8)|-100|3|r
83|[2, 8, 0]|(2, 8)|-101|0|r
45|[2, 7, 0]|(2, 7)|-102|2|r
42|[1, 7, 0]|(1, 7)|-103|0|g
44|[1, 8, 0]|(1, 8)|-104|3|r
43|[0, 8, 0]|(0, 8)|-105|0|r
43|[0, 8, 0]|(0, 8)|-106|0|r
41|[0, 7, 0]|(0, 7)|-107|2|r
40|[0, 6, 0]|(0, 6)|-108|2|g
41|[0, 7, 0]|(0, 7)|-109|3|r
43|[0, 8, 0]|(0, 8)|-110|3|r
44|[1, 8, 0]|(1, 8)|-111|1|r
83|[2, 8, 0]|(2, 8)|-112|1|r
44|[1, 8, 0]|(1, 8)|-113|0|r
42|[1, 7, 0]|(1, 7)|-114|2|g
41|[0, 7, 0]|(0, 7)|-115|0|r
42|[1, 7, 0]|(1, 7)|-116|1|r
39|[1, 6, 0]|(1, 6)|-117|2|r
86|[1, 5, 0]|(1, 5)|-118|2|g
85|[1, 4, 0]|(1, 4)|-119|2|r
98|[1, 3, 0]|(1, 3)|-120|2|r
99|[1, 2, 0]|(1, 2)|-121|2|r
91|[2, 2, 0]|(2, 2)|-122|1|r
92|[2, 1, 0]|(2, 1)|-123|2|r
87|[3, 1, 0]|(3, 1)|-124|1|r
79|[4, 1, 0]|(4, 1)|-125|1|r
93|[4, 0, 0]|(4, 0)|-126|2|r
79|[4, 1, 0]|(4, 1)|-127|3|r
78|[4, 2, 0]|(4, 2)|-128|3|r
79|[4, 1, 0]|(4, 1)|-129|2|r
66|[5, 1, 0]|(5, 1)|-130|1|r
90|[5, 0, 0]|(5, 0)|-131|2|r
89|[6, 0, 0]|(6, 0)|-132|1|r
88|[7, 0, 0]|(7, 0)|-133|1|r
64|[7, 1, 0]|(7, 1)|-134|3|r
20|[8, 1, 0]|(8, 1)|-135|1|r
64|[7, 1, 0]|(7, 1)|-136|0|r
20|[8, 1, 0]|(8, 1)|-137|1|r
64|[7, 1, 0]|(7, 1)|-138|0|r
65|[6, 1, 0]|(6, 1)|-139|0|g
66|[5, 1, 0]|(5, 1)|-140|0|r
79|[4, 1, 0]|(4, 1)|-141|0|g
87|[3, 1, 0]|(3, 1)|-142|0|r
92|[2, 1, 0]|(2, 1)|-143|0|r
97|[1, 1, 0]|(1, 1)|-144|0|r
96|[1, 0, 0]|(1, 0)|-145|2|r
96|[1, 0, 0]|(1, 0)|-146|2|r
97|[1, 1, 0]|(1, 1)|-147|3|r
99|[1, 2, 0]|(1, 2)|-148|3|r
98|[1, 3, 0]|(1, 3)|-149|3|r
85|[1, 4, 0]|(1, 4)|-150|3|r
98|[1, 3, 0]|(1, 3)|-151|2|r
34|[2, 3, 0]|(2, 3)|-152|1|r
33|[2, 4, 0]|(2, 4)|-153|3|r
37|[2, 5, 0]|(2, 5)|-154|3|r
38|[2, 6, 0]|(2, 6)|-155|3|r
45|[2, 7, 0]|(2, 7)|-156|3|r
42|[1, 7, 0]|(1, 7)|-157|0|g
44|[1, 8, 0]|(1, 8)|-158|3|r
83|[2, 8, 0]|(2, 8)|-159|1|r
44|[1, 8, 0]|(1, 8)|-160|0|r
81|[1, 9, 0]|(1, 9)|-161|3|r
80|[2, 9, 0]|(2, 9)|-162|1|r
81|[1, 9, 0]|(1, 9)|-163|0|r
44|[1, 8, 0]|(1, 8)|-164|2|g
81|[1, 9, 0]|(1, 9)|-165|3|r
44|[1, 8, 0]|(1, 8)|-166|2|g
42|[1, 7, 0]|(1, 7)|-167|2|r
39|[1, 6, 0]|(1, 6)|-168|2|r
40|[0, 6, 0]|(0, 6)|-169|0|r
39|[1, 6, 0]|(1, 6)|-170|1|r
40|[0, 6, 0]|(0, 6)|-171|0|r
41|[0, 7, 0]|(0, 7)|-172|3|r
41|[0, 7, 0]|(0, 7)|-173|0|r
41|[0, 7, 0]|(0, 7)|-174|0|r
40|[0, 6, 0]|(0, 6)|-175|2|r
41|[0, 7, 0]|(0, 7)|-176|3|r
41|[0, 7, 0]|(0, 7)|-177|0|r
43|[0, 8, 0]|(0, 8)|-178|3|r
41|[0, 7, 0]|(0, 7)|-179|2|g
41|[0, 7, 0]|(0, 7)|-180|0|r
40|[0, 6, 0]|(0, 6)|-181|2|r
46|[0, 5, 0]|(0, 5)|-182|2|r
47|[0, 4, 0]|(0, 4)|-183|2|r
46|[0, 5, 0]|(0, 5)|-184|3|r
86|[1, 5, 0]|(1, 5)|-185|1|r
85|[1, 4, 0]|(1, 4)|-186|2|g
86|[1, 5, 0]|(1, 5)|-187|3|r
37|[2, 5, 0]|(2, 5)|-188|1|r
33|[2, 4, 0]|(2, 4)|-189|2|r
37|[2, 5, 0]|(2, 5)|-190|3|r
33|[2, 4, 0]|(2, 4)|-191|2|g
31|[3, 4, 0]|(3, 4)|-192|1|r
33|[2, 4, 0]|(2, 4)|-193|0|r
37|[2, 5, 0]|(2, 5)|-194|3|r
86|[1, 5, 0]|(1, 5)|-195|0|r
39|[1, 6, 0]|(1, 6)|-196|3|r
40|[0, 6, 0]|(0, 6)|-197|0|r
39|[1, 6, 0]|(1, 6)|-198|1|r
42|[1, 7, 0]|(1, 7)|-199|3|r
45|[2, 7, 0]|(2, 7)|-200|1|r
38|[2, 6, 0]|(2, 6)|-201|2|g
77|[3, 6, 0]|(3, 6)|-202|1|r
38|[2, 6, 0]|(2, 6)|-203|0|r
45|[2, 7, 0]|(2, 7)|-204|3|r
42|[1, 7, 0]|(1, 7)|-205|0|g
41|[0, 7, 0]|(0, 7)|-206|0|r
40|[0, 6, 0]|(0, 6)|-207|2|r
46|[0, 5, 0]|(0, 5)|-208|2|r
47|[0, 4, 0]|(0, 4)|-209|2|r
85|[1, 4, 0]|(1, 4)|-210|1|r
33|[2, 4, 0]|(2, 4)|-211|1|r
85|[1, 4, 0]|(1, 4)|-212|0|r
47|[0, 4, 0]|(0, 4)|-213|0|r
47|[0, 4, 0]|(0, 4)|-214|0|r
85|[1, 4, 0]|(1, 4)|-215|1|r
47|[0, 4, 0]|(0, 4)|-216|0|r
48|[0, 3, 0]|(0, 3)|-217|2|r
48|[0, 3, 0]|(0, 3)|-218|0|r
49|[0, 2, 0]|(0, 2)|-219|2|r
